listened_to_datetime,s_id,g_id,genrename
2020-08-12 04:45:02.000000,385,204,illbient
2019-12-11 08:20:47.000000,158,78,contemporary classical
2021-09-27 11:18:06.000000,300,486,afoxê
2020-04-09 23:24:24.000000,309,48,breakbeat
2023-02-12 03:23:31.000000,124,151,folk metal
2020-05-07 22:45:42.000000,357,300,pop punk
2021-03-18 04:41:29.000000,93,72,classic jazz
2019-07-22 22:35:54.000000,24,114,doom metal
2020-03-13 06:39:52.000000,113,237,latin rock
2022-01-26 08:56:43.000000,331,337,raï
2019-10-11 20:04:28.000000,421,106,western classical
2020-04-22 19:21:17.000000,152,122,dungeon synth
2021-06-12 18:00:41.000000,101,317,progressive
2021-09-29 11:24:13.000000,279,329,psytrance
2021-11-30 08:55:09.000000,287,39,blackened death metal
2021-06-10 15:16:11.000000,269,259,metalcore
2022-01-30 08:07:50.000000,452,493,chachachá
2019-04-13 01:10:21.000000,110,275,nerdcore
2023-01-18 11:12:07.000000,85,23,atmospheric black metal
2020-05-02 22:43:36.000000,227,78,contemporary classical
2020-04-20 18:10:20.000000,288,12,alternative pop
2019-04-21 20:29:27.000000,176,456,zeuhl
2023-03-13 14:24:54.000000,292,427,boogie rock
2021-09-04 20:30:15.000000,411,433,bounce
2020-08-01 18:07:38.000000,382,11,alternative metal
2020-11-14 07:18:59.000000,246,19,anarcho-punk
2023-01-27 22:26:14.000000,334,282,noisecore
2019-09-11 20:27:16.000000,146,429,phonk
2021-03-19 06:46:56.000000,186,226,jazz rock
2021-01-03 11:07:06.000000,397,92,cumbia
2022-09-23 12:14:10.000000,489,116,drill
2019-09-18 20:30:29.000000,26,401,trap edm
2019-07-18 14:56:50.000000,489,116,drill
2022-12-17 00:46:36.000000,89,120,dub techno
2021-06-24 22:05:40.000000,154,484,edm
2020-09-09 03:52:15.000000,310,51,britpop
2022-01-14 03:20:22.000000,238,328,psychobilly
2020-02-18 20:43:48.000000,196,257,merengue
2020-10-24 00:07:19.000000,128,487,candombe
2023-01-10 19:50:02.000000,200,326,psychedelic pop
2021-08-18 15:51:20.000000,134,10,alternative hip hop
2019-09-09 16:01:51.000000,96,365,smooth soul
2023-01-22 03:09:17.000000,209,45,bolero son
2021-10-13 06:00:52.000000,228,40,blue-eyed soul
2020-01-09 07:53:01.000000,473,154,folk pop
2019-10-03 19:08:17.000000,290,244,mainstream rock
2022-12-26 22:10:28.000000,14,165,landó
2019-09-29 19:59:22.000000,249,424,joik
2022-08-28 19:24:53.000000,130,48,breakbeat
2022-07-23 19:43:43.000000,404,439,detroit techno
2022-03-31 15:54:07.000000,113,237,latin rock
2022-12-08 14:48:44.000000,225,239,vude
2021-08-06 19:17:41.000000,111,303,pop soul
2020-04-04 03:46:59.000000,201,219,italo-disco
2020-09-03 11:09:30.000000,335,27,avant-garde metal
2022-04-22 10:20:56.000000,280,382,swing
2019-08-12 14:23:18.000000,439,11,alternative metal
2022-12-30 08:40:45.000000,138,75,comedy
2020-05-19 10:10:04.000000,247,429,phonk
2021-09-07 08:48:35.000000,402,121,dubstep
2020-04-22 21:53:21.000000,484,355,screamo
2021-02-22 15:26:08.000000,2,248,math rock
2022-06-01 09:41:04.000000,329,206,indie pop
2022-08-29 14:46:22.000000,127,129,electro-funk
2019-10-15 15:47:53.000000,147,350,roots reggae
2022-11-08 23:01:29.000000,324,386,symphonic rock
2022-10-11 17:24:21.000000,273,124,ebm
2022-05-06 01:53:42.000000,304,68,christmas music
2020-08-08 23:32:42.000000,96,365,smooth soul
2022-11-07 00:31:33.000000,379,179,goregrind
2022-05-25 22:31:51.000000,16,231,beat music
2020-01-20 06:07:02.000000,459,326,psychedelic pop
2021-02-23 19:11:47.000000,424,120,dub techno
2022-06-26 02:02:14.000000,412,305,post-bop
2020-03-17 02:19:05.000000,422,114,doom metal
2023-03-04 01:40:07.000000,482,201,horror punk
2020-06-13 01:33:46.000000,466,488,brostep
2023-02-04 11:14:19.000000,449,68,christmas music
2020-11-06 08:01:40.000000,78,156,free improvisation
2020-09-27 22:19:09.000000,455,373,southern soul
2019-08-17 01:28:22.000000,2,248,math rock
2019-12-29 03:40:20.000000,200,326,psychedelic pop
2022-07-09 04:16:55.000000,104,290,oi
2022-08-29 03:03:34.000000,366,109,delta blues
2021-11-01 21:59:19.000000,405,367,soft rock
2021-11-22 03:07:46.000000,292,427,boogie rock
2021-12-30 16:21:12.000000,202,318,progressive folk
2019-06-19 11:20:12.000000,496,235,latin jazz
2021-06-04 12:49:12.000000,172,468,sonata
2021-10-17 03:33:21.000000,400,201,horror punk
2019-06-30 15:11:46.000000,433,304,pornogrind
2022-11-29 13:54:56.000000,23,71,classic country
2021-07-08 05:44:54.000000,144,21,arena rock
2022-06-14 06:06:32.000000,98,94,dance
2022-03-13 19:25:22.000000,64,88,country pop
2019-10-24 00:35:30.000000,130,48,breakbeat
2022-10-31 09:21:44.000000,65,432,future garage
2020-11-15 17:59:22.000000,164,13,alternative punk
2022-06-07 16:28:09.000000,145,11,alternative metal
2019-05-28 20:15:06.000000,490,234,latin
2021-07-18 12:29:56.000000,151,7,alternative country
2021-07-09 03:06:12.000000,471,495,carnatic classical
2020-04-13 14:47:49.000000,278,27,avant-garde metal
2019-05-30 03:34:22.000000,300,486,afoxê
2022-02-20 10:45:21.000000,172,468,sonata
2020-01-06 07:18:56.000000,47,376,speed metal
2023-01-25 17:11:03.000000,312,192,hard rock
2021-05-30 11:24:04.000000,178,495,carnatic classical
2020-07-18 09:24:59.000000,235,74,club
2021-01-25 06:23:23.000000,48,147,fado
2022-07-18 21:01:49.000000,105,191,hard house
2021-08-15 06:01:16.000000,395,238,leftfield
2022-01-03 00:16:56.000000,418,137,electropunk
2022-07-06 06:17:14.000000,416,308,post-hardcore
2023-03-31 05:28:21.000000,378,65,chillout
2022-06-10 21:42:25.000000,308,431,swamp rock
2022-12-06 08:20:37.000000,453,46,boom bap
2023-02-06 18:00:18.000000,437,208,indietronica
2022-04-11 05:48:08.000000,105,191,hard house
2020-06-16 21:40:32.000000,392,393,techno
2020-07-31 18:10:37.000000,141,78,contemporary classical
2019-04-13 17:01:30.000000,451,259,metalcore
2021-10-19 11:59:05.000000,142,473,neo-traditional country
2023-02-07 13:10:28.000000,379,179,goregrind
2020-09-22 17:35:35.000000,424,120,dub techno
2019-10-05 05:17:38.000000,238,328,psychobilly
2019-08-03 03:53:35.000000,10,495,carnatic classical
2019-05-03 05:59:12.000000,137,52,broken beat
2019-10-30 06:48:12.000000,73,494,qawwali
2019-10-15 09:45:57.000000,254,403,trip hop
2019-12-20 09:32:23.000000,166,163,funky house
2021-05-31 18:15:21.000000,372,210,industrial
2020-02-27 03:54:23.000000,256,110,desert rock
2022-10-10 03:08:54.000000,166,163,funky house
2023-03-07 00:07:10.000000,354,9,alternative folk
2023-01-12 04:02:36.000000,85,23,atmospheric black metal
2020-06-15 10:07:19.000000,440,449,noise rock
2022-07-26 21:59:10.000000,54,351,crack rock steady
2020-02-06 06:27:46.000000,495,75,comedy
2023-02-02 00:45:46.000000,59,249,mathcore
2022-03-16 16:28:04.000000,248,121,dubstep
2019-07-31 03:28:03.000000,4,132,electronic
2022-01-29 12:13:30.000000,26,401,trap edm
2021-05-04 20:30:21.000000,111,303,pop soul
2019-12-12 08:48:49.000000,29,4,acoustic blues
2019-04-27 15:52:03.000000,348,381,surf rock
2021-09-06 09:18:08.000000,94,94,dance
2022-10-12 11:16:14.000000,471,495,carnatic classical
2019-04-17 16:36:53.000000,341,92,cumbia
2020-10-01 09:32:44.000000,376,196,hardstyle
2020-03-26 05:36:15.000000,219,351,crack rock steady
2021-01-29 06:31:58.000000,237,300,pop punk
2019-08-03 06:40:13.000000,495,75,comedy
2020-10-20 00:01:31.000000,51,386,symphonic rock
2022-01-15 21:44:02.000000,454,44,changa tuki
2022-08-17 12:20:33.000000,378,65,chillout
2020-08-04 23:08:33.000000,428,148,filk
2019-06-19 15:04:05.000000,41,294,orchestral
2022-12-21 18:06:38.000000,381,403,trip hop
2020-03-10 11:21:52.000000,75,258,metal
2019-10-16 06:14:36.000000,414,476,descarga
2022-07-19 07:16:31.000000,170,361,skacore
2021-04-04 01:54:10.000000,109,388,synthwave
2020-11-26 17:25:36.000000,382,11,alternative metal
2019-07-21 21:57:30.000000,2,248,math rock
2021-10-11 16:48:08.000000,19,84,cool jazz
2021-04-06 02:56:21.000000,498,283,noise pop
2022-02-13 05:00:33.000000,163,402,tribal house
2020-08-11 00:41:02.000000,183,165,landó
2022-02-05 10:38:51.000000,252,376,speed metal
2022-08-22 21:43:47.000000,173,117,drone
2022-04-18 02:20:51.000000,309,48,breakbeat
2023-01-21 18:58:08.000000,335,27,avant-garde metal
2020-12-15 04:48:02.000000,189,78,contemporary classical
2022-04-19 00:09:20.000000,211,210,industrial
2022-08-01 22:43:48.000000,35,321,progressive rock
2020-12-14 14:47:43.000000,165,116,drill
2022-05-17 15:51:59.000000,275,311,post-rock
2020-03-05 12:18:43.000000,161,427,boogie rock
2022-12-29 13:15:34.000000,323,98,dark ambient
2019-12-27 03:24:07.000000,413,457,ritual ambient
2020-11-08 19:44:51.000000,18,72,classic jazz
2022-02-17 03:14:31.000000,138,75,comedy
2022-05-20 22:41:30.000000,90,363,sludge metal
2020-11-18 08:22:01.000000,195,413,vocal jazz
2022-06-28 18:15:20.000000,327,26,avant-garde jazz
2022-12-29 19:08:36.000000,148,484,edm
2020-09-02 04:41:35.000000,212,157,free jazz
2021-02-05 10:41:38.000000,45,269,mpb
2021-01-02 06:56:03.000000,134,10,alternative hip hop
2022-06-06 15:47:44.000000,323,98,dark ambient
2019-04-24 21:50:31.000000,263,17,ambient techno
2020-05-11 08:56:51.000000,45,269,mpb
2022-11-05 20:45:29.000000,307,377,spoken word
2020-11-27 02:41:05.000000,78,156,free improvisation
2022-05-06 05:04:57.000000,22,417,yé-yé
2023-04-03 15:28:03.000000,71,96,dance-punk
2019-05-17 09:19:55.000000,161,427,boogie rock
2022-01-29 05:10:53.000000,298,5,acoustic rock
2019-10-08 05:18:15.000000,465,471,group sounds
2021-05-07 04:22:19.000000,448,346,rock
2020-11-14 15:52:46.000000,423,389,synth-pop
2021-07-05 00:31:46.000000,225,239,vude
2022-05-03 15:59:06.000000,273,124,ebm
2020-06-30 01:01:38.000000,444,210,industrial
2021-09-30 03:03:57.000000,346,274,neofolk
2020-11-17 09:11:02.000000,378,65,chillout
2022-04-17 11:35:35.000000,162,424,joik
2020-10-23 01:56:09.000000,396,467,coupé-décalé
2023-01-21 11:37:21.000000,137,52,broken beat
2022-01-25 16:35:32.000000,356,470,ryūkōka
2022-04-03 02:11:13.000000,259,493,chachachá
2022-02-13 10:48:35.000000,500,414,vocal trance
2020-01-10 04:03:41.000000,120,483,industrial musical
2022-07-12 10:18:35.000000,115,288,nu metal
2023-03-25 01:31:13.000000,121,108,deep house
2020-07-14 22:01:42.000000,81,220,j-pop
2020-10-31 04:18:17.000000,189,78,contemporary classical
2019-07-15 10:28:36.000000,305,46,boom bap
2020-04-18 16:57:39.000000,25,366,soca
2019-07-03 09:06:28.000000,397,92,cumbia
2022-02-25 02:26:10.000000,326,200,horrorcore
2021-08-08 22:51:11.000000,52,224,jazz fusion
2023-01-05 01:31:02.000000,235,74,club
2021-05-12 08:15:02.000000,385,204,illbient
2022-11-11 23:31:19.000000,319,7,alternative country
2019-10-25 07:56:00.000000,489,116,drill
2020-01-03 09:37:32.000000,438,367,soft rock
2022-04-13 01:16:18.000000,390,111,digital hardcore
2022-02-16 01:17:01.000000,85,23,atmospheric black metal
2022-06-03 21:20:06.000000,357,300,pop punk
2019-09-23 02:00:42.000000,458,183,gothic rock
2020-11-27 21:30:59.000000,241,62,champeta
2019-04-09 13:39:46.000000,177,259,metalcore
2023-01-10 09:22:55.000000,494,301,pop rap
2020-01-27 09:25:25.000000,285,19,anarcho-punk
2022-06-17 08:56:52.000000,371,249,mathcore
2021-10-28 16:50:40.000000,92,254,romantische oper
2022-01-26 01:29:07.000000,176,456,zeuhl
2019-11-15 22:44:45.000000,32,90,crossover prog
2023-02-03 17:04:42.000000,143,152,folk punk
2019-08-30 10:05:20.000000,436,460,art pop
2021-08-19 16:35:43.000000,263,17,ambient techno
2021-10-27 21:56:50.000000,303,346,rock
2023-01-14 04:23:04.000000,461,29,bachata
2022-09-04 11:53:43.000000,9,32,baroque
2020-01-13 06:06:40.000000,188,53,brutal death metal
2019-06-05 23:37:35.000000,41,294,orchestral
2022-03-11 21:27:58.000000,85,23,atmospheric black metal
2022-06-04 14:07:58.000000,266,11,alternative metal
2022-09-06 21:36:12.000000,34,267,birmingham sound
2022-04-07 21:01:20.000000,475,207,indie rock
2020-09-08 20:37:27.000000,54,351,crack rock steady
2022-08-08 21:17:57.000000,199,483,industrial musical
2019-12-04 23:33:10.000000,310,51,britpop
2021-03-07 17:20:50.000000,180,80,contemporary gospel
2019-09-11 04:24:56.000000,346,274,neofolk
2019-07-31 03:53:01.000000,456,386,symphonic rock
2021-04-03 20:56:47.000000,42,66,chiptune
2020-12-29 16:44:37.000000,430,450,harsh noise
2019-11-05 21:34:11.000000,385,204,illbient
2019-11-27 20:44:20.000000,155,446,red song
2020-06-07 02:36:30.000000,48,147,fado
2019-09-26 19:12:32.000000,205,271,neo soul
2022-06-21 17:51:04.000000,171,147,fado
2019-09-17 17:25:42.000000,358,385,symphonic prog
2020-08-20 16:21:25.000000,70,17,ambient techno
2019-11-20 14:12:38.000000,216,403,trip hop
2020-10-09 04:54:11.000000,162,424,joik
2020-06-27 01:31:52.000000,251,230,kayōkyoku
2021-07-28 08:53:02.000000,55,309,post-metal
2023-03-11 07:49:04.000000,110,275,nerdcore
2020-05-21 05:49:48.000000,191,209,indorock
2021-12-29 21:40:13.000000,117,363,sludge metal
2020-01-24 18:53:19.000000,346,274,neofolk
2020-09-08 22:26:56.000000,452,493,chachachá
2021-11-04 14:43:14.000000,493,152,folk punk
2019-09-14 18:42:17.000000,42,66,chiptune
2022-05-23 09:04:05.000000,455,373,southern soul
2022-08-14 05:26:44.000000,84,57,cantopop
2021-11-24 00:24:00.000000,40,389,synth-pop
2021-10-18 04:08:21.000000,332,141,funkot
2022-07-03 03:00:08.000000,236,308,post-hardcore
2020-11-11 02:19:31.000000,85,23,atmospheric black metal
2022-05-18 22:01:37.000000,478,102,death metal
2021-09-10 14:43:50.000000,453,46,boom bap
2022-11-07 19:55:24.000000,429,485,bongo flava
2019-05-02 13:49:09.000000,183,165,landó
2019-04-24 08:21:50.000000,165,116,drill
2020-08-07 05:06:46.000000,287,39,blackened death metal
2020-11-16 18:00:02.000000,56,74,club
2022-01-03 00:47:21.000000,13,169,gangsta rap
2019-05-03 09:14:29.000000,50,158,funk
2021-09-08 12:40:05.000000,422,114,doom metal
2020-03-01 10:52:02.000000,150,490,complextro
2020-02-27 14:21:02.000000,78,156,free improvisation
2020-02-19 22:18:30.000000,99,153,folk rock
2022-01-08 23:53:35.000000,99,153,folk rock
2020-08-08 11:22:19.000000,45,269,mpb
2022-03-07 10:10:25.000000,30,423,dream pop
2021-01-08 05:37:26.000000,423,389,synth-pop
2022-08-04 08:17:35.000000,200,326,psychedelic pop
2022-12-26 00:54:54.000000,305,46,boom bap
2021-01-13 23:29:07.000000,79,100,dark folk
2019-06-30 02:21:36.000000,118,164,sigidrigi
2022-10-15 01:34:34.000000,112,239,vude
2020-07-10 10:56:25.000000,434,263,mincecore
2020-09-28 11:17:41.000000,207,254,romantische oper
2020-12-17 11:08:04.000000,107,118,drum and bass
2019-08-14 23:48:11.000000,415,264,toccata
2021-12-28 12:56:08.000000,439,11,alternative metal
2020-10-16 14:57:33.000000,230,89,country rock
2022-06-23 10:23:52.000000,465,471,group sounds
2020-11-23 10:38:07.000000,336,142,euro house
2023-03-26 23:18:21.000000,325,64,chicago blues
2020-07-31 08:25:27.000000,306,489,kizomba
2023-03-16 21:47:34.000000,495,75,comedy
2022-04-11 14:34:30.000000,345,117,drone
2020-12-06 09:13:25.000000,52,224,jazz fusion
2019-10-24 17:10:15.000000,486,367,soft rock
2021-05-16 02:38:12.000000,96,365,smooth soul
2019-08-10 02:13:06.000000,418,137,electropunk
2023-02-18 01:10:28.000000,147,350,roots reggae
2022-04-20 22:34:59.000000,372,210,industrial
2022-01-06 20:10:00.000000,163,402,tribal house
2019-04-16 13:15:40.000000,157,373,southern soul
2020-05-24 12:50:15.000000,339,206,indie pop
2020-09-09 14:22:44.000000,16,231,beat music
2020-05-27 05:49:11.000000,297,359,ska
2021-05-31 13:58:50.000000,262,118,drum and bass
2022-10-13 22:03:30.000000,391,61,chamber pop
2022-03-12 19:01:15.000000,106,275,nerdcore
2023-03-26 21:49:23.000000,204,408,vallenato
2021-02-11 22:17:47.000000,229,384,symphonic metal
2019-11-01 14:58:45.000000,463,336,ragga jungle
2021-11-22 07:14:09.000000,286,183,gothic rock
2019-04-13 08:20:47.000000,91,50,breaks
2021-12-11 08:11:30.000000,191,209,indorock
2021-02-15 16:47:27.000000,464,53,brutal death metal
2021-01-22 10:03:30.000000,298,5,acoustic rock
2020-06-03 05:49:59.000000,482,201,horror punk
2022-10-29 12:55:33.000000,65,432,future garage
2022-06-22 20:16:20.000000,267,135,electronicore
2019-05-21 02:16:03.000000,201,219,italo-disco
2019-10-31 21:48:03.000000,125,317,progressive
2022-06-18 16:53:40.000000,190,98,dark ambient
2020-12-18 08:10:32.000000,113,237,latin rock
2020-02-19 15:40:24.000000,458,183,gothic rock
2019-06-27 10:43:12.000000,273,124,ebm
2022-08-05 22:16:56.000000,404,439,detroit techno
2022-03-22 13:15:34.000000,187,497,hopepunk
2022-08-08 12:33:08.000000,257,134,electronica
2023-02-02 12:42:54.000000,494,301,pop rap
2020-04-14 23:23:02.000000,346,274,neofolk
2023-03-20 01:42:40.000000,256,110,desert rock
2021-10-20 16:59:19.000000,492,38,black metal
2020-01-15 20:58:44.000000,2,248,math rock
2019-11-11 14:43:53.000000,72,137,electropunk
2023-03-03 01:55:45.000000,94,94,dance
2021-06-30 06:18:30.000000,318,338,ragtime
2022-06-24 02:54:59.000000,225,239,vude
2020-01-02 20:29:26.000000,133,458,tribal ambient
2021-11-18 07:34:28.000000,275,311,post-rock
2019-11-20 03:41:20.000000,286,183,gothic rock
2019-08-31 05:18:11.000000,151,7,alternative country
2020-05-28 08:21:44.000000,118,164,sigidrigi
2020-10-08 04:36:57.000000,194,332,queercore
2019-07-21 09:15:06.000000,24,114,doom metal
2020-08-01 17:11:02.000000,65,432,future garage
2020-02-24 14:57:42.000000,241,62,champeta
2022-03-06 01:47:21.000000,14,165,landó
2020-12-24 23:51:22.000000,439,11,alternative metal
2023-03-27 00:44:07.000000,170,361,skacore
2020-02-05 21:37:31.000000,305,46,boom bap
2020-05-30 12:52:53.000000,479,371,soul jazz
2020-06-01 06:22:10.000000,21,474,cowpunk
2021-09-25 20:29:01.000000,109,388,synthwave
2019-09-25 00:36:33.000000,217,354,schlager
2020-12-10 19:31:23.000000,263,17,ambient techno
2021-11-01 21:14:15.000000,47,376,speed metal
2020-01-06 06:49:12.000000,328,258,metal
2020-07-05 21:08:55.000000,211,210,industrial
2019-08-31 01:28:39.000000,89,120,dub techno
2020-11-06 18:12:44.000000,332,141,funkot
2020-10-11 08:41:50.000000,150,490,complextro
2021-07-11 16:39:36.000000,427,108,deep house
2021-04-22 08:32:58.000000,492,38,black metal
2022-05-18 20:03:10.000000,401,167,g-funk
2023-03-11 21:46:29.000000,43,470,ryūkōka
2022-12-27 22:03:24.000000,286,183,gothic rock
2019-08-05 22:16:14.000000,423,389,synth-pop
2022-11-01 16:56:42.000000,318,338,ragtime
2022-11-24 08:04:42.000000,262,118,drum and bass
2019-05-03 05:35:16.000000,241,62,champeta
2020-01-17 08:42:33.000000,494,301,pop rap
2019-10-17 22:46:36.000000,381,403,trip hop
2020-02-02 22:26:41.000000,438,367,soft rock
2019-07-16 19:06:58.000000,277,302,pop rock
2021-12-17 02:05:18.000000,240,305,post-bop
2019-10-05 10:05:02.000000,163,402,tribal house
2022-09-21 06:56:48.000000,199,483,industrial musical
2022-05-11 17:56:56.000000,18,72,classic jazz
2021-08-11 04:52:47.000000,99,153,folk rock
2023-03-26 18:38:46.000000,291,201,horror punk
2021-01-29 04:11:39.000000,208,271,neo soul
2021-01-30 14:21:16.000000,333,450,harsh noise
2021-12-19 07:06:01.000000,470,433,bounce
2021-06-21 10:09:49.000000,356,470,ryūkōka
2022-10-27 02:16:39.000000,272,171,garage house
2020-02-21 01:03:52.000000,271,498,luk thung
2021-02-15 17:55:07.000000,163,402,tribal house
2020-05-28 07:49:17.000000,24,114,doom metal
2019-05-11 01:35:59.000000,125,317,progressive
2022-10-10 06:33:30.000000,299,322,progressive trance
2021-12-29 05:06:31.000000,302,320,progressive metal
2020-12-08 19:40:33.000000,1,221,j-rock
2023-02-06 15:33:53.000000,474,299,pop metal
2019-04-21 23:17:18.000000,353,129,electro-funk
2019-09-23 07:21:25.000000,447,389,synth-pop
2021-10-14 03:33:56.000000,52,224,jazz fusion
2021-06-18 21:44:05.000000,247,429,phonk
2020-04-08 02:17:52.000000,133,458,tribal ambient
2020-05-24 12:30:06.000000,436,460,art pop
2019-08-15 14:16:14.000000,494,301,pop rap
2022-08-15 06:21:18.000000,76,16,ambient house
2020-12-03 03:47:34.000000,184,363,sludge metal
2022-07-11 05:28:22.000000,491,117,drone
2020-01-02 01:40:22.000000,200,326,psychedelic pop
2022-06-22 01:13:13.000000,373,382,swing
2019-07-22 07:37:14.000000,319,7,alternative country
2021-08-07 20:04:34.000000,451,259,metalcore
2020-11-22 18:50:09.000000,308,431,swamp rock
2020-09-15 23:36:23.000000,389,323,hexd
2021-12-06 23:15:03.000000,396,467,coupé-décalé
2021-09-21 02:29:43.000000,39,55,cajun
2021-05-24 10:18:20.000000,369,358,singer-songwriter
2022-03-31 17:39:17.000000,123,358,singer-songwriter
2019-12-19 10:10:41.000000,450,287,nu jazz
2022-07-15 07:49:22.000000,62,404,turntablism
2020-11-27 03:44:14.000000,113,237,latin rock
2019-06-18 18:40:16.000000,493,152,folk punk
2020-06-11 10:41:14.000000,464,53,brutal death metal
2022-07-25 20:50:46.000000,192,56,calypso
2023-01-25 16:32:28.000000,390,111,digital hardcore
2023-01-14 16:00:19.000000,416,308,post-hardcore
2019-06-27 22:03:09.000000,368,96,dance-punk
2020-02-04 18:47:38.000000,111,303,pop soul
2022-04-29 10:33:22.000000,387,28,avant-garde pop
2020-01-11 03:47:29.000000,468,195,hardcore punk
2019-04-29 06:40:27.000000,226,296,p-funk
2022-05-19 10:50:13.000000,290,244,mainstream rock
2022-11-12 15:49:33.000000,302,320,progressive metal
2020-10-18 06:02:04.000000,108,385,symphonic prog
2021-01-29 15:12:10.000000,218,152,folk punk
2021-07-22 06:23:50.000000,315,97,dancehall
2022-02-19 11:59:14.000000,272,171,garage house
2022-04-11 18:57:06.000000,297,359,ska
2021-07-23 21:18:25.000000,9,32,baroque
2019-05-11 23:41:21.000000,339,206,indie pop
2019-07-22 14:00:59.000000,3,131,electroclash
2023-02-19 18:49:57.000000,312,192,hard rock
2022-10-15 13:23:58.000000,403,205,indie folk
2020-12-27 22:29:44.000000,296,430,swamp pop
2022-10-04 11:16:07.000000,73,494,qawwali
2020-12-02 09:38:33.000000,457,69,city pop
2019-06-05 12:58:11.000000,345,117,drone
2021-07-01 19:10:44.000000,21,474,cowpunk
2022-04-13 16:45:34.000000,371,249,mathcore
2019-10-21 08:30:51.000000,151,7,alternative country
2021-11-08 08:58:36.000000,17,128,electro swing
2023-03-02 13:08:14.000000,6,138,emo
2022-05-14 06:17:31.000000,493,152,folk punk
2021-02-03 06:43:28.000000,386,201,horror punk
2021-04-25 04:56:33.000000,224,17,ambient techno
2021-01-03 08:12:45.000000,431,438,future bass
2023-02-05 11:34:36.000000,426,484,edm
2022-06-13 16:20:52.000000,47,376,speed metal
2023-02-03 07:28:39.000000,112,239,vude
2023-01-07 07:21:59.000000,184,363,sludge metal
2020-09-27 21:39:22.000000,187,497,hopepunk
2023-02-02 07:36:20.000000,252,376,speed metal
2020-09-07 03:48:54.000000,496,235,latin jazz
2020-11-05 03:07:15.000000,434,263,mincecore
2020-02-29 12:53:25.000000,362,181,gothic
2020-09-11 14:34:12.000000,233,367,soft rock
2021-06-12 04:39:25.000000,263,17,ambient techno
2022-08-19 22:46:44.000000,325,64,chicago blues
2019-12-29 05:27:38.000000,243,386,symphonic rock
2019-08-22 04:42:55.000000,393,17,ambient techno
2019-07-10 10:36:58.000000,33,368,son cubano
2022-09-11 17:10:05.000000,349,278,new romantic
2019-10-14 18:50:43.000000,37,292,old school death metal
2021-09-03 15:17:35.000000,86,105,deathgrind
2020-07-10 05:53:51.000000,42,66,chiptune
2022-09-05 07:13:09.000000,294,75,comedy
2020-08-22 12:11:17.000000,286,183,gothic rock
2022-04-10 05:03:04.000000,134,10,alternative hip hop
2021-09-09 10:03:37.000000,81,220,j-pop
2022-11-15 10:22:27.000000,224,17,ambient techno
2019-07-19 00:47:34.000000,494,301,pop rap
2021-09-01 19:57:41.000000,325,64,chicago blues
2019-08-28 18:40:20.000000,401,167,g-funk
2022-10-04 14:38:36.000000,222,396,thrash metal
2023-01-01 14:26:43.000000,431,438,future bass
2020-04-20 11:26:44.000000,460,4,acoustic blues
2022-01-18 21:30:41.000000,171,147,fado
2020-09-04 10:53:50.000000,325,64,chicago blues
2022-12-30 04:35:13.000000,463,336,ragga jungle
2020-01-23 00:36:19.000000,443,367,soft rock
2020-10-30 06:47:53.000000,270,276,new age
2020-10-16 19:24:20.000000,83,109,delta blues
2021-06-28 12:21:47.000000,192,56,calypso
2021-03-28 03:54:57.000000,242,223,jazz blues
2022-07-28 16:16:12.000000,272,171,garage house
2021-05-27 07:38:01.000000,379,179,goregrind
2019-09-30 23:49:22.000000,165,116,drill
2020-03-29 00:07:57.000000,260,199,honky tonk
2020-05-01 18:44:06.000000,41,294,orchestral
2020-03-16 01:22:56.000000,188,53,brutal death metal
2020-03-20 11:02:57.000000,451,259,metalcore
2021-12-08 17:26:43.000000,477,34,bhangra
2020-03-07 02:09:07.000000,262,118,drum and bass
2021-04-28 22:12:21.000000,372,210,industrial
2020-04-01 15:54:04.000000,456,386,symphonic rock
2019-10-24 19:46:48.000000,217,354,schlager
2021-01-09 19:18:27.000000,190,98,dark ambient
2021-01-25 00:47:28.000000,454,44,changa tuki
2023-04-03 14:51:08.000000,212,157,free jazz
2019-12-03 09:26:56.000000,89,120,dub techno
2019-07-13 05:13:13.000000,359,342,rave
2020-10-22 14:59:53.000000,440,449,noise rock
2023-03-11 04:48:33.000000,400,201,horror punk
2019-12-13 08:14:21.000000,133,458,tribal ambient
2021-06-24 21:15:04.000000,485,13,alternative punk
2020-01-17 02:53:50.000000,1,221,j-rock
2022-08-07 04:27:49.000000,332,141,funkot
2020-01-15 00:32:21.000000,292,427,boogie rock
2022-03-11 06:58:22.000000,495,75,comedy
2020-04-20 01:24:08.000000,191,209,indorock
2020-12-31 21:30:21.000000,58,415,west coast hip hop
2022-03-25 03:59:45.000000,49,265,modern blues
2022-06-03 03:38:48.000000,33,368,son cubano
2019-05-10 04:59:31.000000,349,278,new romantic
2021-08-22 04:45:42.000000,258,146,experimental rock
2022-09-17 07:46:24.000000,116,38,black metal
2022-02-16 22:20:26.000000,352,332,queercore
2022-07-20 19:03:59.000000,442,230,kayōkyoku
2022-10-31 17:14:42.000000,8,143,eurodance
2022-09-23 14:34:25.000000,499,56,calypso
2019-10-03 00:14:04.000000,331,337,raï
2022-07-19 20:24:11.000000,462,176,glam rock
2022-06-03 14:21:12.000000,253,260,microhouse
2020-04-23 09:59:59.000000,404,439,detroit techno
2023-01-22 07:47:04.000000,496,235,latin jazz
